,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
128225,France,"For the modest tariff, this is really good. Aromas of crushed stone and dried flowers lead the way, followed by ample berry flavors and a medium-bodied, silky feel. Drink now.",Les Cerisiers,87,10,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Boutinot 2016 Les Cerisiers Rosé (Côtes du Rhône),Rosé,Boutinot
128334,Chile,"Dark and smoky, like hickory burning alongside blackberry, spice and turned earth. The palate has jammy black plum and blackberry flavors mixed with herbs, while good acidity gives it length. Finishes long, spicy and herbal, with enough freshness to make it food friendly.",La Joya Reserve,88,10,Colchagua Valley,,,Michael Schachner,@wineschach,Viña Bisquertt 2009 La Joya Reserve Syrah (Colchagua Valley),Syrah,Viña Bisquertt
128592,Romania,"This wine has light citrus aromas and flavors of grapefruit, tangerine and yellow peach. Pleasant fruit sweetness marks the finish.",Demi-Sec,85,10,Jidvei,,,Jeff Jenssen,@worldwineguys,Jidvei 2015 Demi-Sec Pinot Grigio (Jidvei),Pinot Grigio,Jidvei
128597,Chile,"Peachy aromas come with an oily essence. This basic Chardonnay feels plump and generic, with a shot of zesty acidity. Slightly salty melon and peach flavors don't change much on the finish.",Reserva,85,10,Maipo Valley,,,Michael Schachner,@wineschach,Haras de Pirque 2016 Reserva Chardonnay (Maipo Valley),Chardonnay,Haras de Pirque
128604,Moldova,"This wine has aromas of cranberry and black raspberry. It offers soft tannins and flavors of cassis, black cherry and cherry vanilla before the fruit-filled finish.",Via Etulia Reserve,85,10,Moldova,,,Jeff Jenssen,@worldwineguys,Bostavan 2014 Via Etulia Reserve Cabernet Sauvignon (Moldova),Cabernet Sauvignon,Bostavan
128619,France,"This is a crisp wine, almost tart. It needs to soften to allow the red-currant fruitiness to shine. It will be attractive after late summer 2017.",Collection Baruaud,85,10,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Maison Bouey 2016 Collection Baruaud Rosé (Bordeaux Rosé),Rosé,Maison Bouey
128803,Italy,"Tropical fruit aromas meld with a whiff of Mediterranean herb. The bright, simple palate shows hints of banana and citrus, alongside zesty acidity.",Molino a Vento,85,10,Sicily & Sardinia,Terre Siciliane,,Kerin O’Keefe,@kerinokeefe,Tenute Orestiadi 2016 Molino a Vento Grillo (Terre Siciliane),Grillo,Tenute Orestiadi
128875,Spain,"Medicinal red-fruit aromas are mildly baked and sweet. This feels a bit heavy, with cheek-scrubbing tannins. Medicinal cherry and berry flavors extend onto the finish of this everyday Garnacha.",Aragus Made with Organic Grapes,85,10,Northern Spain,Campo de Borja,,Michael Schachner,@wineschach,Bodegas Aragonesas 2015 Aragus Made with Organic Grapes Garnacha (Campo de Borja),Garnacha,Bodegas Aragonesas
128877,Portugal,"The Moscatel in this blend is what gives this soft wine its perfumed character. It is fruity, bright and open with light acidity and a gentle texture. Drink now.",Lab Branco,85,10,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2016 Lab Branco White (Lisboa),Portuguese White,Casa Santos Lima
128878,Portugal,"A pale colored rosé, light and attractively crisp. Soft red fruits come through the gentle texture to give a wine that is ripe, fruity and ready to drink.",Lab,85,10,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2016 Lab Rosé (Lisboa),Rosé,Casa Santos Lima
128880,Chile,"Slightly gritty dusty aromas are low on fruit. This feels plump and round, with modest acidity. Simple melon and mild citrus flavors finish with pyrazine-driven notes of bell pepper and jalapeño.",Reserva Unwooded,85,10,Curicó Valley,,,Michael Schachner,@wineschach,Echeverria 2016 Reserva Unwooded Chardonnay (Curicó Valley),Chardonnay,Echeverria
128887,Australia,"Yalumba's efforts with Viognier have trickled all the way down into a $10 version under the Oxford Landing label. Fresh herbs, apple and citrus mark the nose, while the palate delivers mandarin and melon fruit along with Viognier's hallmark oily texture. Drink now.",,85,10,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Oxford Landing 2015 Viognier (South Australia),Viognier,Oxford Landing
128891,Portugal,"This is a crisp, spicy wine with a touch of pepper as well as fruit. It is lively, bright, touched by both acidity and red currants. Drink now.",Touriga Nacional,85,10,Tejo,,,Roger Voss,@vossroger,Quinta da Alorna 2016 Touriga Nacional Rosé (Tejo),Rosé,Quinta da Alorna
128896,Chile,Citrus and match-stick aromas are basic. This feels plump and a bit low on energy. Generic flavors of melon with peppery green notes finish with low acidity.,Reserva,85,10,Colchagua Valley,,,Michael Schachner,@wineschach,Sombras del Sol 2015 Reserva Sauvignon Blanc (Colchagua Valley),Sauvignon Blanc,Sombras del Sol
128899,Chile,"Blackberry and cassis aromas are a touch balsamic but mostly clean. This feels solid and hefty, with slightly overripe black-fruit flavors. A low-acid finish results in flatness.",,85,10,Central Valley,,,Michael Schachner,@wineschach,Alto Los Romeros 2015 Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,Alto Los Romeros
128900,US,Reserved aromas of kiwi and banana lead to dry lightly styled grapefruit flavors. The concentration doesn't seem all there.,,85,10,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,14 Hands 2015 Sauvignon Blanc (Washington),Sauvignon Blanc,14 Hands
129022,Portugal,"Both grapes in this blend have gathered the natural freshness of the region, close to the ocean. This crisp wine is tightly textured with a ripe yellow and white fruit flavor. Drink this wine from 2017.",DFJ Alvarinho-Chardonnay,88,10,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2015 DFJ Alvarinho-Chardonnay White (Lisboa),Portuguese White,DFJ Vinhos
129034,Spain,"This fluorescent pink rosé is fairly full on the nose, with a grape skins character. Lively, balanced and lightly oily in feel, this delivers plum and citrus flavors prior to a finish that's pithy and tastes like ripe pink grapefruit.",Graciano,88,10,Northern Spain,Rioja,,Michael Schachner,@wineschach,Rio Madre 2015 Graciano Rosé (Rioja),Rosé,Rio Madre
129088,US,"This tastes like buttered toast, topped with orange marmalade and vanilla. The crisp acidity makes it feel bright and clean.",,87,10,California,Sonoma County,Sonoma,,,Geyser Peak 2011 Chardonnay (Sonoma County),Chardonnay,Geyser Peak
129102,Chile,"Roasted, balsamic aromas suggest tomato, coffee grinds and a pinch of herbal green in addition to standard berry and cassis notes. Pulsing acidity creates a lively, dancing mouthfeel. Flavors of herbal plum and light cherry finish scratchy and edgy, with a mild chocolate flavor.",Propuesta,87,10,Central Valley,,,Michael Schachner,@wineschach,Echeverria 2012 Propuesta Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,Echeverria
129178,Spain,Grapy aromas of black cherry are young and fruity but unsophisticated. This everyday Tempranillo is more superficial than deep in build. Sweet as well as peppery black-fruit flavors finish mild.,Lobetia,85,10,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Dominio de Punctum 2016 Lobetia Tempranillo (Vino de la Tierra de Castilla),Tempranillo,Dominio de Punctum
129180,France,"There's a medicinal cherry hint to the nose of this Syrah-based rosé, with additional notes of ripe peach and melon. It's fleshy and full-fruited on the palate, with just enough acidity to keep the ripeness in check.",Beau Vignac,84,10,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Les Costières de Pomerols 2016 Beau Vignac Rosé (Pays d'Oc),Rosé,Les Costières de Pomerols
129182,Spain,"Underripe berry aromas are leathery and briny. This wine is bulky and chewy in feel, with herbal berry and rubbery flavors. A rustic finish with good mouthfeel delivers animal-like flavor notes.",Reja,84,10,Northern Spain,Toro,,Michael Schachner,@wineschach,Rejadorada 2014 Reja  (Toro),Tempranillo Blend,Rejadorada
129207,South Africa,"There's a subtle honeyed edge to this otherwise light and easygoing wine, adding heft to the ripe melon and stone fruit notes. The lush fruit flavors pair with the mouthwatering acidity on the finish, balancing everything out in the end. Drink now.",,86,10,Coastal Region,,,Lauren Buzzeo,@laurbuzz,MAN Vintners 2010 Chenin Blanc (Coastal Region),Chenin Blanc,MAN Vintners
129210,Australia,"This is truly prickly, with a slight spritz of CO2 acting to perk up the lime, green apple and pineapple aromas and flavors. It's at the same time plump and off dry, deftly balancing sweetness and zest. Drink now. Old Bridge Cellars.",Prickly,86,10,Victoria,Victoria,,Joe Czerwinski,@JoeCz,Frisk 2010 Prickly Riesling (Victoria),Riesling,Frisk
129230,Australia,"Gen Yers and Baby Boomers will remember when Rosemount's ubiquitous Diamond Label wines represented great value. This Cab offers slightly confected cherry fruit, a whisper of mint and hints of vanilla. It's round in the mouth without being heavy, a fresh fruity wine for immediate gratification.",Diamond Label,86,10,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Rosemount 2009 Diamond Label Cabernet Sauvignon (South Eastern Australia),Cabernet Sauvignon,Rosemount
129233,US,"A 100%-organic Chardonnay, stainless steel fermented and poured into a handy-dandy, also certified-organic AstraPouch (1.5 liter). This easy-to-bring-on-a-picnic wine is clean, balanced and simply drinkable with a note of sweet grapefruit and pineapple.",AstraPouch,86,10,California,Mendocino County,,Virginie Boone,@vboone,ecoVINO 2010 AstraPouch Chardonnay (Mendocino County),Chardonnay,ecoVINO
129332,Argentina,"Opens with soft black fruit aromas, and later orange peel and floral notes enter the picture. This is a ripe style of wine with body and heft. Blackberry, sweet black plum, chocolate and brown sugar control the flavor profile, and while it's sweet and arguably confected, overall it's a solid blend of two hearty grapes.",,86,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Tilia 2009 Malbec-Syrah (Mendoza),Malbec-Syrah,Tilia
129339,France,"Laurent Miquel has built a solid reputation making clean wines at a superb value, and this one doesn't disappoint. Fresh and lively notes of sweet pea and honeysuckle mingle with ripe tropical fruit and clementine citrus. Drink now.",Père et Fils,86,10,Languedoc-Roussillon,Vin de Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Laurent Miquel 2010 Père et Fils Chardonnay-Viognier (Vin de Pays d'Oc),Chardonnay-Viognier,Laurent Miquel
129358,US,"Quite sweet and fruity, with honeyed, candied stone fruit flavors. The residual sugar is listed as 6%, which qualifies this as a late-harvest style, and it would fit nicely alongside a simple dessert of fresh peaches and butter cookies.",Winemaker's Select,87,10,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Snoqualmie 2009 Winemaker's Select Riesling (Columbia Valley (WA)),Riesling,Snoqualmie
129359,Spain,"Attractive aromas of cigar box, forest floor, plum and berry get this Tempranillo off to a good start. It feels crisp and juicy, with proper acidity cutting into flavors of buttery oak, raspberry and plum. On the finish it remains buttery tasting and turns grabby but also tangy.",Tarantas Crianza Made with Organic Grapes,87,10,Levante,Utiel-Requena,,Michael Schachner,@wineschach,Bodegas Iranzo 2007 Tarantas Crianza Made with Organic Grapes Tempranillo (Utiel-Requena),Tempranillo,Bodegas Iranzo
129404,Italy,"A broader, flatter style and aromas of exotic fruit, banana and papaya describe the nose of this Prosecco Extra Dry. Yet the wine delivers a very clean entry onto the palate and does a great job of keeping your mouth refreshed.",Extra Dry,85,10,Veneto,Prosecco del Veneto,,,,Valdo NV Extra Dry  (Prosecco del Veneto),Prosecco,Valdo
129455,US,"This generous, fruity and lightly sweet wine should please a crowd with its butter and vanilla aromas, rich apple, pear and baking-spice flavors and rounded mouth-filling texture.",Calling All Angels,87,10,California,California,California Other,Jim Gordon,@gordone_cellars,Save Me San Francisco 2014 Calling All Angels Chardonnay (California),Chardonnay,Save Me San Francisco
129611,Romania,"Darkly toasted oak lends a veil of smoke and char to apple and lemon flavors in this dry, full-bodied Chardonnay. There are hints of stems and leaves on the midpalate, but overall, it's a well-composed wine with balanced acidity and alcohol.",Terra Romana,84,10,Dealu Mare,,,Anna Lee C. Iijima,,SERVE 2010 Terra Romana Chardonnay (Dealu Mare),Chardonnay,SERVE
129613,South Africa,"Sweet but not overdone, with attractive aromas of lychee, peach and rose water. Medium weight, with a fruity but somewhat thin finish. Drink now.",,84,10,Western Cape,,,Lauren Buzzeo,@laurbuzz,Two Oceans 2011 Moscato (Western Cape),Moscato,Two Oceans
129615,Spain,"Neutral on the nose, with peachy sweetness and softness that suggests it's beginning to fade. Feels honest but light, with pithy, neutral melon and red apple flavors. Dry but sort of bland; still upright. Drink right away.",,84,10,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marqués de Riscal 2010 Rosé (Rioja),Rosé,Marqués de Riscal
129620,Argentina,"Full of red-fruit aromas, particularly plum and cherry. Feels raw, with wild berry, ample oak and a lot of acid-based tang to the palate. Lightly toasty, with a mild cherry flavor to the finish.",Zaphy,84,10,Other,Argentina,,Michael Schachner,@wineschach,Trapiche 2010 Zaphy Malbec (Argentina),Malbec,Trapiche
129757,US,"An aromatically appealing wine with notes of Granny Smith apples, peach and herbs. It drinks medium sweet with jasmine and stone fruit flavors.",,87,10,Washington,Ancient Lakes,Columbia Valley,Sean P. Sullivan,@wawinereport,Latah Creek 2012 Riesling (Ancient Lakes),Riesling,Latah Creek
129830,Chile,"After several years spent in Chile's land of the lost, Santa Carolina is now refocusing its winemaking efforts with noticeable results. This SB shows mineral, melon and piquant zap. It's got grapefruit, passion fruit and citrus, and the finish is both crisp and generous. A good quaffer that's on the spot. Imported by Carolina Wine Brands USA.",Reserva,86,10,Rapel Valley,,,Michael Schachner,@wineschach,Santa Carolina 2008 Reserva Sauvignon Blanc (Rapel Valley),Sauvignon Blanc,Santa Carolina
